system:index,chirps,date,latitude,longitude,.geo
20250209,0.31764540502003263,2025-02-09,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250210,0.0,2025-02-10,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250211,0.0,2025-02-11,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250212,0.0,2025-02-12,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250213,0.0,2025-02-13,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250214,0.0,2025-02-14,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250215,0.0,2025-02-15,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250216,0.0,2025-02-16,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250217,0.0,2025-02-17,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250218,0.0,2025-02-18,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250219,0.0,2025-02-19,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250220,0.0,2025-02-20,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250221,0.0,2025-02-21,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250222,0.0,2025-02-22,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250223,0.0,2025-02-23,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250224,0.0,2025-02-24,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250225,1.5579129798071725,2025-02-25,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250226,0.0,2025-02-26,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250227,1.2223040887287684,2025-02-27,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250228,0.0,2025-02-28,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250301,0.0,2025-03-01,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250302,0.0,2025-03-02,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250303,0.0,2025-03-03,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250304,0.0,2025-03-04,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250305,0.0,2025-03-05,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250306,0.0,2025-03-06,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250307,0.0,2025-03-07,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250308,0.0,2025-03-08,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250309,0.0,2025-03-09,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250310,0.0,2025-03-10,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250311,0.0,2025-03-11,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250312,0.0,2025-03-12,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250313,0.0,2025-03-13,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250314,0.0,2025-03-14,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250315,0.0,2025-03-15,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250316,0.0,2025-03-16,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250317,0.0,2025-03-17,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250318,0.0,2025-03-18,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250319,0.0,2025-03-19,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250320,0.0,2025-03-20,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250321,0.0,2025-03-21,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250322,0.0,2025-03-22,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250323,0.0,2025-03-23,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250324,0.0,2025-03-24,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250325,0.0,2025-03-25,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250326,0.0,2025-03-26,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250327,0.0,2025-03-27,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250328,0.0,2025-03-28,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250329,0.0,2025-03-29,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250330,0.0,2025-03-30,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250331,0.0,2025-03-31,25.980104975139426,72.05731970851573,"{""type"":""MultiPoint"",""coordinates"":[]}"
